Year,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Primary_Studio_or_Platform,Overview
2018,Böhmermanns perfekte Weihnachten,https://image.tmdb.org/t/p/w500/cd76XCWIDmm2gXMY0Dm665BTs4y.jpg,Comedy,6.0,7,0.8507,2018-12-14,0,0,Nicolas Berse,"ZDF, bildundtonfabrik",
2005,Midnight Clear,https://image.tmdb.org/t/p/w500/uzrAUc8SF8VX4ROiX2q2Z1XG1b7.jpg,Drama,8.0,1,0.8289,2005-01-01,14,0,Kristin Ross,,"On the run, an escaped prisoner breaks into a family's home during a storm, but his break-in is no accident. As he forms an unusual connection with the family, the police arrive, until the prisoner's true agenda is revealed..."
2015,Babbo Natale non viene da Nord,https://image.tmdb.org/t/p/w500/aft7ElDtQvTdKQnkGzjo2Gck9hn.jpg,Comedy,6.0,37,0.8713,2015-11-26,100,0,Maurizio Casagrande,,
2022,Matthew Bourne's Nutcracker!,https://image.tmdb.org/t/p/w500/9bDrHCDQA6Mfuq0wdir1DrnJIrs.jpg,TV Movie,5.5,2,0.9285,2022-12-25,87,0,Ross MacGibbon,,"With family-sized helpings of Matthew Bourne’s trademark wit, pathos and magical fantasy, Nutcracker! follows Clara’s bittersweet journey from a darkly comic Christmas Eve at Dr Dross’s Orphanage through a shimmering, ice-skating winter wonderland to the scrumptious candy kingdom of Sweetieland, influenced by the lavish Hollywood musicals of the 1930s.  Tchaikovsky’s glorious score and Anthony Ward’s newly refreshed delectable sets and costumes combine with Bourne’s dazzling choreography to create a fresh and charmingly irreverent interpretation of the classic."
2013,A Bulldog for Christmas,https://image.tmdb.org/t/p/w500/iSDsY0rNO6FQ4K07o3dgc4EbUJr.jpg,"Comedy, Family",3.1,8,0.7046,2013-12-08,83,0,Henrique Couto,New Dynamic,"On Christmas vacation,a cynical college student is magically transformed into a bulldog until she learns the meaning of her family and the spirit of Christmas."
1998,"Little Thieves, Big Thieves",https://image.tmdb.org/t/p/w500/kyBYoqW3cfel5iV7xwVaZL9yDvU.jpg,"Drama, Comedy",8.6,5,0.8285,1998-06-19,100,0,Alejandro Saderman,"Centro Nacional Autónomo de Cinematografía (CNAC), TNT Latinoamerica","In the wake of a banking crisis, four middle class friends throw a 'white glove' hold up, only to find out that their bank has already gone bankrupt."
2012,Fantorangens Jul,https://image.tmdb.org/t/p/w500/azMZ6BxTlzJxmd3dnunGHqYGkbV.jpg,Family,0.0,0,0.8358,2012-12-01,100,0,Solveig Skogland,NRK Super,"Hello there! What are you doing for Christmas? Do you know what Fantorangen is doing? He's going to be in the barn with Eddie and all the animals. It's going to be a wonderful Christmas! The goat will get to taste doughnuts, the horse will sing Christmas carols with Fantorangen, and the hen will learn to walk around the Christmas tree. Well, almost, anyway. The cow will get a Christmas tree in her stall, and Fantorangen and Eddie will make porridge for the barn elf. And on New Year's Eve, they will pop popcorn for all the animals. In addition, Fantorangen will unwrap gifts with music videos and other fun clips. There's so much to look forward to!"
1988,Christmas with Dennis,https://image.tmdb.org/t/p/w500/wPeH5MaqY1FZclS1cOzxxpceTF.jpg,Music,0.0,0,0.9056,1988-01-01,70,0,Wayland W. Strickland,Showcase Productions,"Christmas Extravaganza that features renowned(?) organist Dennis Awe in his sequined tuxedo playing classic Christmas tunes on his Technics Console Organ, along with ""Special Guests"" such as his sister, a puppet, some guys in costumes."
2017,Cloudy with a Chance of Meatballs: Lobster Claus Is Coming to Town,https://image.tmdb.org/t/p/w500/zH4nC9yldLkZ1JrsSUPmEmf9Hb9.jpg,"Animation, Family",2.0,1,0.925,2017-10-31,22,0,Johnny Darrell,,"It’s Christmas time in Swallow Falls and to Sam’s surprise there’s not a single Santa Claus decoration! Until Flint introduces her to their version of Santa, Lobster Claus! Frustrated, Sam writes to Santa to tell him about Lobster Claus taking credit for all of Santa’s work. Santa unexpectedly arrives in Swallow Falls to challenge Lobster Claus. The town blames Sam for ruining Christmas, and she and Flint must find a way to make peace between the two Clauses."
1984,A Merry Mirthworm Christmas,https://image.tmdb.org/t/p/w500/7fmCtksrepoigA7BRiYCRCwW9Ie.jpg,"Animation, TV Movie",7.0,2,0.8228,1984-12-01,23,0,G. Brian Reynolds,Perennial Pictures,"A Merry Mirthworm Christmas is an animated television special, produced by Perennial Pictures. It premiered on the Showtime Cable Network in 1984. The film features a cast of Mirthworms which are described as cuddly little critters about two inches long, who live in the tiny town of Wormingham."
2012,CBeebies Presents: Jack And The Beanstalk,https://image.tmdb.org/t/p/w500/gD5nmHtAFcKlRvPPOSj0XfiY55d.jpg,"Family, Music, Fantasy, TV Movie",10.0,2,1.1282,2012-12-24,45,0,Noreen Kershaw,CBeebies,Join your favourite CBeebies Stars in an enchanted land with magical beans and dizzy Daisy the cow for an amazing pantomime adventure Jack and the Beanstalk.
2017,The Chrisley Knows Best Holiday Special,,TV Movie,0.0,0,0.8663,2017-11-26,60,0,,USA Network,"USA Network’s hit reality series Chrisley Knows Best follows the shenanigans of outspoken, helicopter parent Todd Chrisley and his over-the-top Southern family, which includes his loving wife Julie, and their charming, outspoken children Lindsie, Chase, Savannah, and Grayson."
2007,Christmas at Cadillac Jack's,https://image.tmdb.org/t/p/w500/418QWtyW4xSpVcenHeETLuQb1xb.jpg,"Drama, Family",10.0,1,0.9282,2007-12-18,58,0,Jeff Wood,,"While stranded at a diner on Christmas Eve, Rose finds personal redemption in protecting a young baby from an abusive father on her way to reconciling with the child she had to give up for adoption in her youth."
2012,Family reunion,,Drama,0.0,0,0.7214,2012-06-01,13,0,Florina Dumitrache,,"Sorin comes at his former wife to spend the Christmas with their son. Under the pressure of the past conflicts, Sorin locks himself in the bathroom. Things gets out of control when family members come to see what's happening."
2019,Suddenly Love,https://image.tmdb.org/t/p/w500/5Vqt0yWPgwW14riDWCCqL5jDblN.jpg,"Comedy, Romance",6.8,3,0.7979,2019-12-06,88,0,André Erkau,ARD,"The unsuccessful toy salesman Jakob meets his childhood sweetheart Marie again after years. He is still in love, and due to a misunderstanding, Marie believes that Jakob is a successful photographer. As he realizes that Marie has a completely different view of the successful Jakob, he begins to tell one white lie after another. With the help of his work colleague and his friend, he weaves a web of lies, but in doing so he becomes increasingly distant from himself."
2016,Life In The Snow,https://image.tmdb.org/t/p/w500/5q6thKZqWhfEDkKFHGHU9eH6fte.jpg,Documentary,8.2,4,0.9062,2016-12-29,58,0,Sally Thomson,BBC,"In a seasonal special, Gordon Buchanan meets the animals who live in nature's winter wonderlands. He reveals their survival secrets, from the polar bear mother who gives her cubs the best possible start in life to the owl that finds food hidden beneath a blanket of snow, plus the plucky penguins that huddle together to keep warm. Gordon also unwraps the lives of our favourite Christmas characters - those wonderful reindeer and our very own robin redbreast!"
2026,Be My Friend,https://image.tmdb.org/t/p/w500/pkVEGMwieSY2Vx8fDujh0hmuCEC.jpg,"Drama, Comedy",0.0,0,0.6655,2026-05-01,20,0,Jill Cook,,Two lonely strangers meet under an unusual circumstance and form a connection that helps them to face their realities and individual struggles.
2018,Pentatonix: A Not So Silent Night,https://image.tmdb.org/t/p/w500/gAH51fFZ48g7yK701Avmcj7CVvD.jpg,Music,5.0,2,1.1078,2018-12-10,45,0,Booey Kober,AEG Ehrlich Ventures,"The Grammy-winning a cappella group and special guests Kelly Clarkson, Backstreet Boys, Penn & Teller, and Maren Morris celebrate the holiday in Las Vegas."
2022,Święta inaczej,https://image.tmdb.org/t/p/w500/yHjShPBAGAjeeSiMyzAnHOwQSTv.jpg,"Romance, Comedy",6.0,6,0.9632,2022-11-25,0,0,Patrick Yoka,Monolith Films,"Fed up with forced cheer, twelve-dish feasts and predictable gifts, one person rejects the usual Christmas ritual and flees to the unknown, finally doing what they truly desire instead of what they must. This holiday, nothing will be the same: the world turns upside down and even the wildest dreams may come true."
2016,The Top 12 Greatest Christmas Movies of All Time,https://image.tmdb.org/t/p/w500/LRbZckG6KXqaEzT6x77AJJwFFb.jpg,Documentary,0.0,0,0.9887,2016-12-01,42,0,,,Dean Cain presents 'The Top 12 Greatest Christmas Movies of All Time'.
2022,ASSASS!NATAL,https://image.tmdb.org/t/p/w500/4hCUGBZkf6o5jZKdfZuV3CGQL4t.jpg,"Comedy, Fantasy",0.0,0,0.9763,2022-12-21,57,0,Reinaldo Montalvão,,"Jana is a waitress that hates Christmas. While getting home after her shift, a man chases her, and in an act of self-defense she accidentally kills him. Later she finds out that man is Santa Claus and that his powers got transferred into her."
1994,O' Christmas Tree,https://image.tmdb.org/t/p/w500/pu5y03qSNhEYj3pcrDaxOHWRq3W.jpg,"Animation, Comedy, Family",3.5,2,0.8778,1994-12-01,22,0,Russ Harris,Perennial Pictures,"Santa has neighbors at the North Pole - two feuding polar bears named Iggy Lou Bear and Edgar Allan Snow. Both want to recapture the warm feelings of Christmas from childhood, so each intends to get a Christmas Tree of his own. The only trouble is, there is only one tree in the whole frozen north! A hilarious battle of will and wit ensues, as the two bears feud to ""win"" the only tree in the land."
2021,Le cadeau du Père Noël,,,0.0,0,0.693,2021-12-19,0,0,Thomas Combret,Mammouth Cornichon,Santa Claus is also entitled to receive presents on 25 December!
2024,Between These Walls,https://image.tmdb.org/t/p/w500/3sc5UzXGrn2SrKdETDTQEBuZao7.jpg,"Drama, Romance",0.0,0,0.7509,2024-05-04,7,0,Nadir Baaset,Super Groovy Productions,A couple confronts the cracks in the foundation of their marriage after reading their son's letter to Santa Claus.
1983,Deck the Halls with Wacky Walls,https://image.tmdb.org/t/p/w500/eZwAE9d2tLAhaQGvOCONQOrFy3A.jpg,"Animation, Family",9.0,2,1.1342,1983-12-11,30,0,Vincent Cafarelli,Buzzco Associates,A goofy crew of extraterrestrial wall-walkers journey to Earth in a quest to learn the meaning of Christmas.
2021,All I Want for Christmas,https://image.tmdb.org/t/p/w500/h3WHBVDHk85L2riMD3ZkzCWwgu7.jpg,Comedy,2.0,1,0.8075,2021-12-11,90,0,B. Harrison Smith,,"A young girl stumbles upon a Christmas caper involving a fleet of small robots that just might not be the toys they seem, while helping several friends get Santa's attention for putting them on the naughty list."
2014,Disney Parks Frozen Christmas Celebration,https://image.tmdb.org/t/p/w500/mt3kEjZBhQhNuXeG2O3hMe9zmyW.jpg,Family,8.0,6,1.0982,2014-12-25,120,0,Martin Pasetta,ABC,"Disney puts a “Frozen” twist on its 31st annual Christmas Day television special. More than a parade,  the joyous occasion includes festive musical performances, and the reunion of three groups of families and friends who have been apart or separated for the holidays."
1998,Pokémon: Pikachu's Winter Vacation,https://image.tmdb.org/t/p/w500/bCyXAvRi9fQF9c3ixeqQ7AKe9M5.jpg,"Animation, Family, Adventure",7.0,6,1.1362,1998-12-22,19,0,Kunihiko Yuyama,"OLM, Shogakukan Production",It's a blizzard of fun when Pikachu and the Poké-pals are on their own in a winter wonderland. Get set for a double dose of merry mayhem in two different mini-adventures featuring all your favorite Pokémon.
2020,31 Minutos: Calurosa Navidad Streaming 2020,https://image.tmdb.org/t/p/w500/rpJGRYlY7gxz932nWuYbNBI0QdR.jpg,"Family, Comedy, Fantasy, Music",7.0,1,0.8239,2020-12-16,68,0,Pedro Peirano,"Aplaplac, Banco de Chile","Tulio is forced by Sr. Manguera to put on a Christmas show, so he and the rest of the team put one together in record time. While Tulio discovers the true wrerwriwro of Christmas, Bodoque is in charge of going to look for the gifts, avoiding being tempted by Tío Pelado to bet on horse races."
1994,Deck the Halls,https://image.tmdb.org/t/p/w500/2TzoTKB6Oys7GzaXsjF1Bv8uzE3.jpg,"Animation, Comedy",8.0,1,0.716,1994-11-24,22,0,Russ Harris,Perennial Pictures,"It is nearly Christmas when two recently orphaned children have to choose with which of their relatives they will live – eccentric, stingy Aunt Edwina, who only wants them for their trust fund, or kindly Uncle Robert who wants to genuinely welcome them into his family. On Christmas morning, both Edwina and Robert have surprises in store for them when the children make their decision."
1995,The Spirit of Christmas: Jesus vs. Santa,https://image.tmdb.org/t/p/w500/1ZjjFcUZpoWOuVjYcUuiF2oEmNj.jpg,"Animation, Comedy",6.628,78,0.8744,1995-12-25,5,0,Trey Parker,,Four carolling children meet Jesus and Santa Claus and learn the true meaning of Christmas.
2022,The Koala Brothers' Christmas,https://image.tmdb.org/t/p/w500/5FnCFlouRhbgCLCfXPmHgNVhtU4.jpg,"Animation, Family",0.0,0,0.688,2022-11-16,46,0,Tobias Fouracre,,"This year's Christman will be unforgettable in the bush ! The Koala Brothers invited all their beloved friends, even Penny who live in Antarctica ! But Penny hurts her wing just before the departure... Nevermind, the Koala Brothers decide to cross the ocean, looking for her. Meanwhile, their friends prepare the party, not without a few unexpected developments !"
2022,Christmas on the Rocks,https://image.tmdb.org/t/p/w500/kZlyTNCQrR2UWAmlYD5mJSMy65b.jpg,"TV Movie, Comedy, Drama, Romance",6.3,6,0.8705,2022-12-04,90,0,Lane Shefter Bishop,"Breakthrough Entertainment, Vast Entertainment",A ski-lodge event manager’s task of hosting a corporate Christmas party goes awry when the resort is cut off by a snowstorm and the hard-to-please CEO turns out to be an old flame.
2025,"Away, the Bluebird",https://image.tmdb.org/t/p/w500/8tKF0B75QXzEXKrSUDHjLiWgy1J.jpg,"Comedy, Drama, Action",0.0,0,0.7836,2025-12-10,14,0,Andrew Moore,Team Slop,"When he mysteriously wakes up in a tunnel with a Friendsgiving invitation, a hungover amnesiac must escape a stranger in a Christmas sweater to get to the party. "
2017,Kiwi Christmas,https://image.tmdb.org/t/p/w500/mSEVkTNCc7BXWOX9bExsXY0oNF0.jpg,Family,5.2,8,0.8879,2017-11-30,89,0,Tony Simpson,Madman Films,"Fed up with the materialism of Christmas, Santa runs away to New Zealand for a summer holiday. When two Kiwi kids figure out who he is, they have to find a way to get him back to the North Pole in time for Christmas."
2023,New Year,https://image.tmdb.org/t/p/w500/w2rbn6TyvzCqJP4zw1n3ZyAexeN.jpg,Drama,0.0,0,0.9873,2023-10-27,29,0,Garry Jenkins,Deep Cut,A young woman mourning the loss of a loved one battles to escape her existential nightmare.
2024,Samson & Marie: Christmas Show: Circus,,,5.8,2,0.7527,2024-12-21,80,0,,Studio 100,"The new Christmas show of Samson & Marie promises an unforgettable spectacle where young and old will not be bored for a moment. Together with their loyal friends, Samson & Marie go on an adventure in the circus. Of course, Mr. Mayor, Fireman Bill and Baker Florentine from the Ketnet program Ice Cream Time are also there. But that's not all! On stage there is also a whole children's choir and ballet ready to shine. Now is the time to sing and dance along to the greatest hits with the whole family! Gather all your friends and family and have an unforgettable time in the circus."
1980,Uhaw sa Kalayaan,https://image.tmdb.org/t/p/w500/jCSyJbULgTIvujaxEqJYqIyhox.jpg,Drama,0.0,0,0.7709,1980-06-06,121,0,Arsenio Bautista,Regal Entertainment,Iron-hand discipline imposed by parents on their privileged children is deemed unappreciated and wasted.
